code	producer_product_id	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_gl	product_name_it	product_name_nl	product_name_no	product_name_pt	generic_name_es	generic_name_fr	generic_name_it	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_es	origin_fr	origin_nl	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_el	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_gl	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	oleic-acid_value	oleic-acid_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	starch_value	starch_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	zinc_value	zinc_unit	iodine_value	iodine_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	preparation_es	preparation_fr	preparation_it	preparation_nl	nutriscore_score_producer	nutriscore_grade_producer	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:environmental_score_grade	off:environmental_score_score	off:environmental_score_data.missing_key_data	off:environmental_score_data.agribalyse.code	off:environmental_score_data.adjustments.origins_of_ingredients.value	off:environmental_score_data.adjustments.packaging.value	off:environmental_score_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:environmental_score_data.adjustments.production_system.value	off:environmental_score_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
8436018840475		es			Masa de hojaldre sin gluten												250 g				Adpan	adpan		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta, Masa de hojaldre	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough,en:puff-pastry-sheets	Sin gluten	en:no-gluten	España	en:spain			0																												100g	100g			501.6	kcal	34.3	g	23.9	g	46.3	g	8.55	g			0.4	g	1.7	g	0.68	g			501.6	kcal																																																																								en:cereals	en:cereals-and-potatoes,en:cereals		unknown	e	26																App - yuka, Apps, app-elcoco
8018211901766		es			Levadura Masa Madre Desecada Biológica												60 g	20g	en:container	en:container	Molino Rossetto	molino-rossetto		Aditivos alimentarios, Levadura	en:food-additives,en:yeast	Ecológico, Ecológico UE, IT-BIO-006	en:organic,en:eu-organic,en:it-bio-006	España	en:spain	Eroski	eroski	0		Italia, Pontelongo	en:italy,es:pontelongo				Molino Rossetto S.p.a.,Via San Fausto 98 - 35029 - Pontelongo (PD), Italia, Via Indipendenza 156 - 35029 - Pontelongo (PD)	molino-rossetto-s-p-a,via-san-fausto-98-35029-pontelongo-pd,italia,via-indipendenza-156-35029-pontelongo-pd									Levadura natural de harina de _trigo_ 75%, levadura seca (Saccharomyces cerevisiae) 25%						Gluten	en:gluten	Huevos, Leche, Granos de sésamo, Soja	en:eggs,en:milk,en:sesame-seeds,en:soybeans		100g	100g	1506	kJ	356	kcal	2.3	g	0.4	g	60	g	1.4	g	9.7	g	19	g	0.13	g	0.052	g			1506	kJ																																																																							www.molinorossetto.com			1	en:1-unprocessed-or-minimally-processed-foods	not-applicable																	App - elcoco, Apps, App - yuka, App - El CoCo, App - Open Food Facts
8480000633255		es			Pizza masa fina atún												400 g				Hacendado	hacendado		Congelados, Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, Pizza y tartas congeladas, Pizzas congeladas	en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas			España	en:spain			0																	Harina de trigo, tomate, queso mozzarella (15%), atún (9%), agua, cebolla caramelizada (7%), ácido cítrico, ajo tierno (1%), aceites vegetales (nabina y girasol), azúcar, sal, levadura, estabilizante (mono y diglicéridos de ácidos grasos), aroma, especias.						Pescado, Gluten, Leche	en:fish,en:gluten,en:milk				100g	100g			245	kcal	8.3	g	2.8	g	32.4	g	6	g			10.2	g	1.4	g	0.56	g			245	kcal																																																																								en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches	4	en:4-ultra-processed-food-and-drink-products	d	12																App - yuka, Apps
3392590800021		es			Masa para pizza																Auchan	auchan				Sostenible, Aceite de Palma Sostenible, en:Roundtable on Sustainable Palm Oil	en:sustainable,en:sustainable-palm-oil,en:roundtable-on-sustainable-palm-oil	España	en:spain	Auchan	auchan	0																												100g	100g			268	kcal	5.2	g	0.7	g	46.7	g	1.8	g			7.8	g	2.3	g	0.92	g			268	kcal																																																																											unknown	unknown																	App - yuka, Apps
3560071164652	31139	es			Hawaï Masa fina	Pizza Hawai		Hawaii Pasta sottile	Hawaï Dunne bodem			Pizza de masa fina con piña, queso edam, jamón cocido y mozzarella - Producto precocinado ultracongelado.	"Pizza pâte fine à l'ananas, édam, jambon cuit et mozzarella - Surgelé."	Pizza a pasta sottile con ananas, edam, prosciutto cotto affumicato e mozzarella - Surgelata.	Pizza dunne bodem met ananas, edammer, gekookte ham en mozzarella - Diepvries.		350 g				Carrefour	carrefour		Comidas preparadas, Pizzas - empanadas y quiches	en:meals,en:pizzas-pies-and-quiches	Nutriscore, Nutriscore C	en:nutriscore,en:nutriscore-grade-c	Francia, Italia, España	en:france,en:italy,en:spain	Carrefour	carrefour	0																	"Harina de _trigo_, puré de tomate, piña 14,3%, aceite de colza, _queso edam_ 7,1%, jamón cocido 7,1% [carne de cerdo, sal ahumada (sal, humo), dextrosa, azúcar, antioxidantes: ascorbato sódico y extractos de romero, conservador: nitrito sódico], _mozzarella_ 7,1%, agua, levadura, zumo de piña concentrado 0,7%, azúcar, sal, coco, vinagre de alcohol, almidón, almidón de _trigo_, plantas aromáticas.

Puede contener trazas de apio.

Esta pizza se ha preparado con 185g de masa y 210g de guarnición."	"Farine de _blé_, purée de tomates, ananas 14,3%, huile de colza, _édam_ 7,1%, jambon cuit choix 7,1% [viande de porc, sel fumé (sel, fumée), dextrose, sucre, antioxydants : ascorbate de sodium et extraits de romarin, conservateur : nitrite de sodium], _mozzarella_ 7,1%, eau, levure, jus d'ananas concentré 0,7%, sucre, sel, noix de coco, vinaigre d'alcool, amidon, amidon de _blé_, plantes aromatiques.

Peut contenir des traces de céleri.

Cette pizza a été préparée avec 185g de pâte et 210g de garniture."		"Farina di _frumento_, passata di pomodoro, ananas 14,3%, olio di colza, _edam_ 7,1%, prosciutto cotto affumicato 7,1% (carne suina, sale, destrosio, zucchero, antiossidanti: ascorbato di sodio e estratti di rosmarino, conservante: nitrito di sodio, affumicatura naturale), _mozzarella_ 7,1%, acqua, lievito, succo d'ananas concentrato 0,7%, zucchero, sale, cocco, aceto di alcol, amido, amido di _frumento_, piante aromatiche.

Può contenere sedano.

Questa pizza è stata preparata con 185 g di pasta e 210 g di condimento."	"_Tarwe_bloem, tomatenpuree, ananas 14,3%, koolzaadolie, _edammer_ 7,1%, gekookte ham eerste kwaliteit 7,1% [varkensvlees, gerookt zout (zout, rook), dextrose, suiker, antioxidanten: natriumascorbaat en extracten van rozemarijn, conserveermiddel: natriumnitriet], _mozzarella_ 7,1%, water, gist, geconcentreerd ananassap 0,7%, suiker, zout, kokosnoot, alcoholazijn, zetmeel, _tarwe_zetmeel, kruiden.

Kan sporen bevatten van selderij.

Deze pizza werd bereid met 185g deeg en 210g garnituur."		Gluten, Leche, Mozzarella, Queso edam	en:gluten,en:milk,en:milk,en:milk	Apio	en:celery		100g	100g	1034	kJ	247	kcal	12	g	3.2	g	24	g	4.8	g	2.9	g	9.4	g	1.1	g	0.44	g			1034	kJ																																																									"Consumir preferentemente antes de la fecha indicada en el lateral del envase.
Conservar 24 horas en el frigorífico, 3 días en el congelador del frigorífico y hasta la fecha de durabilidad mínima en un congelador*** a -18 ºC.
ATENCIÓN, NO VOLVER A CONGELAR UNA VEZ DESCONGELADO."	"À consommer de préférence avant la date indiquée sur le côté de l'emballage. 
À conserver 24 heures au réfrigérateur, 3 jours dans le compartiment à glace du réfrigérateur et jusqu'à la date de durabilité minimale dans un congélateur*** à -18°C.
ATTENTION, NE PAS RECONGELER APRÈS DÉCONGÉLATION."	"Da consumarsi preferibilmente entro la data indicata sul lato della confezione. Conservare 24 ore in frigorifero, 3 giorni nello scomparto del ghiaccio del frigorifero e fino al termine minimo di conservazione in un congelatore*** a -18°C.
ATTENZIONE, NON RICONGELARE DOPO LO SCONGELAMENTO."	"Ten minste houdbaar tot de datum vermeld op de zijkant van de verpakking.
Bewaart 24 uur in de koelkast, 3 dagen in het vriesvak van de koelkast en tot aan de datum van minimale houdbaarheid in een diepvriezer*** op -18°C.
NA ONTDOOIING NIET OPNIEUW INVRIEZEN."	"En el horno:
1. Precalentar su horno a 225°C para un horno tradicional o a 200°C para un horno de convección.
2. Sacar la pizza del envase de cartón y retirar el envoltorio plástico de protección.
3. Colocar la pizza en la rejilla del horno a media altura y hornearla durante aproximadamente 10-12 minutos.
4. La pizza está lista cuando el queso esté totalmente fundido y los bordes dorados."	"Au four : 
1. Préchauffez le four à 225°C pour un four à chaleur traditionnelle ou à 200°C pour un four à chaleur tournante.
2. Retirez la pizza de son étui carton et de son film plastique de protection.
3. Placez la pizza surgelée sur la grille de cuisson à mi-hauteur du four et laissez-la cuire pendant environ 10 à 12 minutes.
4. La pizza est prête à être servie lorsque le fromage est bien fondu et le bord bien doré."	"In forno: 
1. Preriscaldate il forno a 225°C per un forno statico o a 200°C per un forno ventilato.
2. Togliete la pizza dalla confezione di cartone e dalla pellicola di plastica di protezione.
3. Mettete la pizza surgelata sulla griglia a mezza altezza del forno e lasciatela cuocere per circa 10-12 minuti.
4. La pizza è pronta per essere servita quando il formaggio è ben fuso e il bordo dorato."	"In de oven:
1. Verwarm de oven voor op 225°C voor een traditionele oven of op 200°C voor een heteluchtoven.
2. Haal de pizza uit de kartonnen verpakking en verwijder de plastic beschermfolie.
3. Plaats de diepgevroren pizza op de rooster in het midden van de oven en laat gedurende ongeveer 10 à 12 minuten bakken.
4. De pizza is klaar om te serveren wanneer de kaas mooi gesmolten is en de rand goudbruin gebakken."			Interdis - TSA 91431 - 91343 MASSY Cedex - Francia	Interdis - TSA 91431 - 91343 MASSY Cedex - France	Interdis - TSA 91431 - 91343 MASSY Cedex - France	Interdis - TSA 91431 - 91343 MASSY Cedex - France		en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches	4	en:4-ultra-processed-food-and-drink-products	d	12	unknown		1		-5	-15		0								App - yuka, Apps, Producers, Producer - carrefour, Producer - carrefour-espana
8421691850378		es			Pizza Atun Masa Fina Crujiente																Alipende	alipende		Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, Pizzas con atún	en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:tuna-pizzas			España	en:spain			0																												100g	100g			228	kcal	5.7	g	3.1	g	32	g	2.3	g			10.7	g	1.15	g	0.46	g			228	kcal																																																																								en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches		unknown	c	6																App - yuka, Apps
2633055000817		es			Barra integral 50% masa madre																Eroski	eroski		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			España	en:spain			0																												100g	100g			269	kcal	1.3	g	0.3	g	57	g	4.2	g			8.7	g	1.3	g	0.52	g			269	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread		unknown	c	7																App - yuka, Apps
8437013415866		es			Pizza vegetal de masa madre																A cociña de Lumai	a-cocina-de-lumai						España	en:spain			0																												100g	100g			158	kcal	7.6	g	2	g	17	g	1.3	g			5.2	g	0.6	g	0.24	g			158	kcal																																																																											unknown	unknown																	App - yuka, Apps
3392590800083		es			Masa para hojaldre rectangular																auchan	auchan						España	en:spain	Auchan	auchan	0																Harina de trigo, grasa y aceite vegetal (grasa de palma y aceite de nabina), agua, alcohol etílico, sal, zumo de limón concentrado, agente de tratamiento de la harina: L-cisteína									en:leche y sus derivados (incluida lactosa)	en:leche-y-sus-derivados-incluida-lactosa		100g	100g			396	kcal	23	g	11	g	37	g	2.5	g			5.9	g	1	g	0.4	g			396	kcal																																																																											unknown	unknown																	App - elcoco, Apps, App - yuka, App - El CoCo
8480012011782		es			Pizza 4 quesos masa fina																Eliges	eliges						España	en:spain			0																												100g	100g			254	kcal	11	g	4.9	g	26	g	2.2	g			12	g	1.3	g	0.52	g			254	kcal																																																																											unknown	unknown																	App - yuka, Apps
8480012010723		es			Masa hojaldre																Eliges	eliges		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough			España	en:spain			0																												100g	100g			395	kcal	23	g	11	g	37	g	2.5	g	1	g	5.9	g	0.96	g	0.384	g			395	kcal																																																																								en:cereals	en:cereals-and-potatoes,en:cereals		unknown	d	18																App - yuka, Apps, App - El CoCo
24002578		es			Masa de hojaldre												230 g				La Cocina de Aldi	la-cocina-de-aldi						España	en:spain			0																	harina de trigo, agua, mantequilla concentrada, alcohol etílico, zumo limón concentrado, levadura						Gluten	en:gluten			null	100g	100g			396	kcal	20	g	14	g	43	g	2	g			6.3	g	0.83	g	0.332	g			396	kcal																																																																											unknown	unknown																	App - yuka, Apps, App - El CoCo
8421691850156		es			Masa empanada																alipende	alipende						España	en:spain			0																												100g	100g			385	kcal	19.2	g	7.2	g	43.6	g	3	g			5.8	g	1.03	g	0.412	g			385	kcal																																																																											unknown	unknown																	App - yuka, Apps
8422823430185		es			Masa de hojaldre														Plástico, Papel	en:plastic,en:paper	Coviran	coviran		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta, Masa de hojaldre	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough,en:puff-pastry-sheets			España	en:spain			0		Francia	en:france				Francia	francia									Harina de TRIGO, aceites y grasas vegetales (grasa de palma y aceite de girasol) agua, alcohol etilico, sal, zume de limon concentrado, agente de tratamiento de harina: L-cisteina. Puede contener trazas de leche.						Gluten	en:gluten	Leche	en:milk		100g	100g			395	kcal	23.4	g	10.7	g	36.5	g	0.8	g			5.9	g	0.96	g	0.384	g			395	kcal																																													en:plastic						en:paper																					en:cereals	en:cereals-and-potatoes,en:cereals	3	en:3-processed-foods	d	18	c	52		23422	10	-11	1	0	-10							App - yuka, Apps, App - Open Food Facts
8422410215614		es			Masa para Pizza												260 g				Bonpreu	bonpreu		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough			España	en:spain	Bonpreu	bonpreu	0																												100g	100g			268	kcal	5.2	g	0.7	g	47	g	1.8	g			7.8	g	2.3	g	0.92	g			268	kcal																																																																								en:cereals-and-potatoes	en:cereals-and-potatoes		unknown	d	14																App - yuka, Apps, App - El CoCo
8414807518606		es			Bases de pizza ultracongelada																Consum	consum		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough	Sin colorantes	en:no-colorings	España	en:spain	Consum	consum	0																												100g	100g			311	kcal	5	g	0.6	g	57	g	3	g			8.5	g	1.5	g	0.6	g			311	kcal																																																																								en:cereals-and-potatoes	en:cereals-and-potatoes		unknown	c	7																App - elcoco, Apps, App - yuka, App - El CoCo
8431876276206		es			Preparado para pan rustico con masa madre												1 kg				Carrefour	carrefour		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Harinas de origen vegetal, Preparados para pan	en:plant-based-foods-and-beverages,en:plant-based-foods,en:flours,es:preparados-para-pan	Ecológico	en:organic	España	en:spain	Carrefour	carrefour	0																strength wheat flour, rye flour, wheat sourdough powder (3%), salt, dry yeast powder, roasted barley malt flour,	Harina de trigo de fuerza, harina de centeno, masa madre de trigo en polvo (3%), sal, levadura seca en polvo, harina de malta de cebada torrefacta,						Gluten	en:gluten	Ninguno	en:none		100g	100g	1474	kJ	348	kcal	1.6	g	0.3	g	72	g	1.7	g	5.4	g	8.7	g	1.5	g	0.6	g			1474	kJ																																							0	g																									0	b								3	en:3-processed-foods	c	8																App - yuka, Apps, Producers, Producer - carrefour-espana, App - InFood
8480010266337		es			Pan procedente de masas desconocidas																Eroski	eroski		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes blancos	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads	Punto Verde	en:green-dot	España	en:spain	Eroski	eroski	0																												100g	100g			245	kcal	1	g	0.2	g	50	g	3.5	g			8	g	1.3	g	0.52	g			245	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread		unknown	c	7																App - yuka, Apps, App - El CoCo
8421691501140		es			Masa quebrada-brisa												230gr				alipende	alipende		Masa quebrada	es:masa-quebrada			España	en:spain			0																	Harina de trigo, grasas y aceites vegetales (grasa de palma y aceite de nabina), agua, alcohol etílico, azúcar, sal, zumo de limón concentrado, agente de tratamiento de la harina (L-cisteína). Puede contener trazas de leche.						Gluten	en:gluten	Leche	en:milk		100g	100g			415	kcal	23.3	g	10.7	g	41.2	g	2.8	g			6.3	g	0.93	g	0.372	g			415	kcal																																																																										3	en:3-processed-foods	e	19																App - yuka, Apps, App - smoothie-openfoodfacts
8422823430208		es			Masa de pizza																Coviran	coviran		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough			España	en:spain			0																												100g	100g			268	kcal	5.2	g	0.73	g	46.7	g	1.8	g			7.8	g	2.4	g	0.96	g			268	kcal																																																																								en:cereals-and-potatoes	en:cereals-and-potatoes		unknown	d	14	b	71	1	37001	-5	-15		0								App - yuka, Apps
8480010254341		es			Pan hogaza clásica masa madre																			Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			España	en:spain			0																												100g	100g			306	kcal	1.5	g	0.4	g	64	g	0.8	g			8.5	g	1.4	g	0.56	g			306	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread		unknown	c	6																App - yuka, Apps, App - El CoCo
3392590204294		es			Masa de hojaldre sin gluten							Masa de hojaldre sin gluten					280g							Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, en:Specific products, en:Products for specific diets, Masa de tarta, Productos sin gluten, Masa de hojaldre	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:specific-products,en:products-for-specific-diets,en:pie-dough,en:products-without-gluten,en:puff-pastry-sheets	Sin gluten, Fuente de fibra alimentaria, Punto Verde	en:no-gluten,en:source-of-fibre,en:green-dot	España	en:spain	Consum	consum	0																	Agua, almidón de maíz, aceites vegetales y grasas (palma, semillas de nabina), harina de arroz, harina de guisantes, fibras vegetales (patata, arroz, guisantes, llantén, psyllium), espesante (goma de xantano, E464), alcohol, sal, harina de trigo sarraceno, aroma natural, agente de tratamiento de la harina (transglutaminasa), ácido cítrico.											100g	100g	1444	kJ	346	kcal	20	g	9.1	g	37	g	1	g	4	g	2.5	g	0.98	g	0.392	g			1444	kJ																																																																								en:cereals	en:cereals-and-potatoes,en:cereals	4	en:4-ultra-processed-food-and-drink-products	d	16																App - yuka, Apps, App - El CoCo
8413760011810		es			Panettone Noir Masa madre																			Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Brioche, Panettone	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:brioches,en:panettone			España	en:spain			0																												100g	100g			367	kcal	17	g	6.8	g	44	g	11	g			8.9	g	0.27	g	0.108	g			367	kcal																																																																								en:pastries	en:sugary-snacks,en:pastries		unknown	d	14																App - yuka, Apps, App - El CoCo
8480010242751		es			Masa de hojaldre																Eroski	eroski		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough			España	en:spain			0																												100g	100g			393	kcal	24	g	13	g	38	g	2.8	g			5.8	g	0.55	g	0.22	g			393	kcal																																																																								en:cereals	en:cereals-and-potatoes,en:cereals		unknown	d	16																App - yuka, Apps, App - El CoCo
8412235101186		es			Masa Real mini																la rondeña	la-rondena		Botanas, Snacks dulces, Galletas y pasteles, Bolleria	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries			España	en:spain			0																												100g	100g			398	kcal	13.8	g	6.69	g	64	g	29.8	g			4.4	g	0.5	g	0.2	g			398	kcal																																																																								en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	20																App - yuka, Apps, App - El CoCo
8437006736008		es			Masa de empanadilla para hornear												12 obleas 350gr				Dicarlo	dicarlo		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal	en:plant-based-foods-and-beverages,en:plant-based-foods			España	en:spain			0																												100g	100g			333	kcal	13	g	7	g	47	g	3	g			7	g	2	g	0.8	g			333	kcal																																																																											unknown	e	19																App - yuka, Apps, App - smoothie-openfoodfacts
3392590800007		es			Masa para hojaldre																							España	en:spain			0																												100g	100g			395	kcal	23	g	11	g	37	g	2.5	g	1	g	5.9	g	1	g	0.4	g			395	kcal																																																																											unknown	unknown																	App - yuka, Apps, App - El CoCo
6909995103694		es			Snak de Masa de Trigo Frito																							España	en:spain			0																												100g	100g			548.39	kcal	33.5	g	0.6	g	58	g	2.9	g			4.1	g	8.5	g	3.4	g			548.39	kcal																																																																											unknown	unknown																	App - elcoco, Apps, App - yuka, App - El CoCo
8437005673229		es			Base pizza																Panna & Pomodoro	panna-pomodoro		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough			España	en:spain			0																												100g	100g			218	kcal	3.3	g	0.5	g	39.7	g	2.6	g			6.8	g	1.78	g	0.712	g			218	kcal																																																																								en:cereals-and-potatoes	en:cereals-and-potatoes		unknown	c	8																App - yuka, Apps, App - El CoCo
8480013321217		es			Masa de hojaldre																Spar	spar		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes			España	en:spain	Spar	spar	0																												100g	100g			395	kcal	23.4	g	10.7	g	36.5	g	0.8	g			5.9	g	0.96	g	0.384	g			395	kcal																																																																								en:cereals-and-potatoes	en:cereals-and-potatoes		unknown	d	18																App - yuka, Apps
8480024811806		es			Masa de hojaldre												230 g	38g	Plástico, en:container	en:plastic,en:container	alteza	alteza		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta, Masa de hojaldre	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough,en:puff-pastry-sheets	Sostenible, Aceite de Palma Sostenible	en:sustainable,en:sustainable-palm-oil	España, Cantabria	en:spain,es:cantabria	Lupa	lupa	0							Liévin, Francia	lievin,francia									Harina de _trigo_ (gluten), grasa vegetal (palma), aceite (girasol), agua, alcohol etílico, sal, zumo de limón concentrado, L-cisteina.						Gluten	en:gluten	Leche	en:milk		100g	100g	1648	kJ	395	kcal	23	g	11	g	37	g	0.8	g	1	g	5.9	g	0.93	g	0.372	g			1648	kJ																																													en:plastic																											en:cereals	en:cereals-and-potatoes,en:cereals	3	en:3-processed-foods	d	18																App - yuka, Apps, App - Open Food Facts
8436529601503		es			Base de pizza de espelta integral							Bases de Pizza					250		Fresco, Al vacío, Bolsa polipropileno	en:fresh,en:vacuum-packed,es:bolsa-polipropileno	Biopanadería	biopanaderia		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough	Ecológico, Ecológico UE, Etiquetas de calidad de España, Alimentos Artesanos de Navarra, ES-ECO-025-NA, Reyno Gourmet, CPAEN, NNPEK	en:organic,en:eu-organic,en:spanish-quality-label,en:alimentos-artesanos-de-navarra,en:es-eco-025-na,en:reyno-gourmet,es:cpaen,es:nnpek	España	en:spain	Biopanaderia.com	biopanaderia-com	0		España, Mutilva, Navarra	en:spain,es:mutilva,es:navarra				Mutilva,Navarra,España	mutilva,navarra,espana				NA/E-0021,ES-ECO-025-NA	na-e-0021,es-eco-025-na				Harina de Espelta Integral, Masa Madre Natural de Espelta y Sal											100g	serving	1570	kJ	375	kcal	11.10000038147	g	1.5	g	53.5	g	0.30000001192093	g	7.3	g	15.300000190735	g	0.47999998927116	g	0.191999995708464	g			1570	kJ	6.2	g	3	g																																								en:bag																											https://biopanaderia.com/products/bases-de-pizza-de-espelta	en:cereals-and-potatoes	en:cereals-and-potatoes	3	en:3-processed-foods	a	-3																App - yuka, Apps
